10.0,0.31746698312580324
14.12537544622754,0.31746698312580324
19.952623149688797,0.15936339298353763
28.183829312644534,-0.32258763859767287
39.810717055349734,-0.6504638341112012
56.23413251903491,-0.9838048838154356
79.43282347242814,-2.196297320144129
112.2018454301963,-4.0668184803606
158.48931924611142,-7.019538456481894
223.87211385683378,-10.7570859230782
316.22776601683796,-15.185739661289809
446.68359215096257,-20.433024950639627
630.957344480193,-26.485179404008758
891.2509381337441,-32.5928123950324
1258.9254117941662,-39.32225712745666
1778.279410038921,-44.886323697401394
2511.886431509577,-51.54043877391612
3548.1338923357494,-59.2846721298924
5011.872336272715,-65.82893035406072
7079.457843841366,-72.38706782930652
